Date,Stars,Sentiment_rating,Text
12-27W,4-stars or above,Numerical,VERY WELL MADE GAME. THE PAY OUTS ARE VERY CONSISTENT AND THE GAMES ARE REALLY REALLY FUN!!!!! P.S. Do yourself a favor and download this game now. Lol.
12-27W,4-stars or above,Positive,Super game
12-27W,4-stars or above,Positive,So far so good. Good wins good graphics. No issue
12-27W,4-stars or above,Positive,Real fun game
12-27W,4-stars or above,Positive,"So far this is my favorite slot game to play!!!

"
12-27W,4-stars or above,Positive,Love it all
12-27W,4-stars or above,Positive,Great
12-27W,4-stars or above,Positive,Great fun
12-27W,4-stars or above,Positive,It's fun
12-27W,4-stars or above,Positive,Tooop
12-27W,4-stars or above,Positive,Great game
12-27W,4-stars or above,Positive,Fffbun
12-27W,4-stars or above,Numerical,Fun game and lots of good pay outs
12-27W,4-stars or above,Positive,Good game
12-27W,4-stars or above,Positive,And the prize is won by a victor
12-27W,4-stars or above,Positive,Fun
12-27W,4-stars or above,Positive,Great
12-27W,4-stars or above,Positive,The game is super reminiscent of real slot machines
12-27W,4-stars or above,Positive,"I think this game is ok 👌
"
12-27W,4-stars or above,Positive,Fun fun fun.
12-27W,4-stars or above,Graphic,Fun. Obviously new. Graphics are creative
12-27W,4-stars or above,Positive,Nice graphics. Love that it has this mini games or challenges to keep you going even if you lost them all!
12-27W,4-stars or above,Positive,Lots of cash
12-27W,4-stars or above,Positive,"Fun
"
12-27W,4-stars or above,Positive,"€€
"
12-27W,4-stars or above,Positive,I've enjoyed the game and the slots are fun .
12-27W,3-stars or below,Technician Issues,Keep getting kicked out of app plus way to many ads I understand you have to have them but way too many
12-27W,3-stars or below,Positive,Your game will not allow you to scroll through the various games.
12-27W,3-stars or below,Numerical,First time playing it went great. 2nd day barely any wins.
12-27W,3-stars or below,Numerical,"Analogue of many similar applications. At first it is pleasant to play, then the percentage of winnings drops catastrophically, and begging for money begins. I delete and do not advise anyone, waste your time"
12-27W,3-stars or below,Numerical,start balance and bet amounts too low to even consider.
12-27W,3-stars or below,Numerical,"Game sucks u bet high u get really low money, and when I want to play a different game, I'm hitting it but doesn't do nothing, deleting game really really really sucks, fix it u lazy bums"
12-27W,3-stars or below,Technician Issues,Keeps throwing you out of the game worst than adds apart from that a good game it's a shame really would like to give you 5 stars
12-20W,4-stars or above,Positive,"Pretty decent payouts, we'll see how it goes as I progress. Having fun so far."
12-20W,4-stars or above,Positive,Great games
12-20W,4-stars or above,Positive,Great games many big pays
12-20W,4-stars or above,Positive,Amazing Fun
12-20W,4-stars or above,Positive,Like the game because no adds for other games
12-20W,4-stars or above,Positive,All around fun
12-20W,4-stars or above,Positive,Great game
12-20W,4-stars or above,Positive,Spin spin spin…..WIN WIN WIN
12-20W,4-stars or above,Numerical,Love this game lots of wins. Lots of enjoyment
12-20W,4-stars or above,Numerical,"Lots of Fun Games, Free Coins, Bonus Games, Pay-Outs are Great!!! I would recommend this to my friends. Thank You!!!"
12-20W,4-stars or above,Positive,Ok
12-20W,4-stars or above,Graphic,"Great graphics and variety of games
"
12-20W,4-stars or above,Positive,Love it
12-20W,4-stars or above,Positive,So far so good
12-20W,4-stars or above,Positive,Fun to play
12-20W,4-stars or above,Positive,Cool
12-20W,4-stars or above,Positive,"Will go

"
12-20W,4-stars or above,Positive,"By far, the best casino I have played online!!"
12-20W,4-stars or above,Positive,Nice
12-20W,4-stars or above,Positive,"Probably the best slots game on here. No forced ads.
"
12-20W,4-stars or above,Positive,Fun to play and win
12-20W,4-stars or above,Positive,Love it so much fun
12-20W,4-stars or above,Positive,Great Xmas slots alot of fun
12-20W,4-stars or above,Numerical,"So far so good,just hope the game does not stop the wins around 5 days in like ALL the other apps do. Stay fair is all us players want."
12-20W,4-stars or above,Positive,Very delightful
12-20W,4-stars or above,Positive,Very good game Yo will love it.
12-20W,4-stars or above,Positive,"Super fun

"
12-20W,4-stars or above,Graphic,Good layout
12-20W,4-stars or above,Positive,I Love This Game Very Much
12-20W,4-stars or above,Positive,"Fun slots! Wish you had more to choose from.
"
12-20W,4-stars or above,Positive,"This game is awesome

"
12-20W,4-stars or above,Positive,Very good game... I highly recommend it... it's very entertaining
12-20W,4-stars or above,Positive,Hours of fun
12-20W,4-stars or above,Positive,Great game I'm addicted
12-20W,4-stars or above,Positive,Love this game so much fun
12-20W,4-stars or above,Positive,Love it
12-20W,4-stars or above,Positive,Good
12-20W,4-stars or above,Positive,very good and fun
12-20W,4-stars or above,Positive,I like the slots machines
12-20W,4-stars or above,Positive,Good
12-20W,4-stars or above,Positive,"Sofar so good. Having a blast.

"
12-20W,4-stars or above,Positive,Great app! Lots of games and easy to win!
12-20W,4-stars or above,Positive,It's fun
12-20W,4-stars or above,Positive,So far so good. I'll see after I play for awhile.
12-20W,4-stars or above,Positive,Good game enjoyable
12-20W,4-stars or above,Positive,Ok
12-20W,4-stars or above,Positive,Awesome
12-20W,4-stars or above,Positive,Wonderful
12-20W,4-stars or above,Positive,"Of all the slots I've played, this app is consistent. In big wins, YOU chose to watch ads, which is a good trait. We know this is how they make their money, so pay them if u are enjoying the slots. And I know u will. Give THIS app a shot. Not bad at all. Actually very entertaining. Good job developers. Somebody was thinking about the entertainment as well as revenue."
12-20W,4-stars or above,Positive,"Fun, exciting and enjoyable"
12-20W,4-stars or above,Positive,Ok
12-20W,3-stars or below,Numerical,"After a level you just lose! Anyway, the graphics are beautiful! But that's not how we play !!"
12-20W,3-stars or below,General Questions,"Have fun, can't you see a place to exchange coins?"
12-13W,3-stars or below,Technician Issues,I'm getting tired of this game freezing. I have to uninstall and reinstall several times. FIX THIS PROBLEM!!!!!!
12-13W,3-stars or below,Advertising,Bombarded w ads right off the bat. Didn't like having to bet max. Winnings are not that great. Just installed and turning it loose. Bye Looks good and colorful!
12-13W,3-stars or below,Numerical,The game was really fun when you first start playing but as your rank gets higher winning a hand is not often. May have to delete and find a new game. The questions asked about the game are stupid. yes you give free coins but they don't last long if your constantly loosing.
12-13W,4-stars or above,Positive,great
12-13W,4-stars or above,Positive,Awesome
12-13W,4-stars or above,Graphic,Great graphics and variety of games
12-13W,4-stars or above,Numerical,Crazy fun lots of big wins
12-13W,4-stars or above,Positive,Best Slots games ever
12-13W,4-stars or above,Positive,It's awesome
12-13W,4-stars or above,Positive,Excellent fun game
12-13W,4-stars or above,Positive,Just started playing this game.
12-13W,4-stars or above,Positive,Unique and fun
12-13W,4-stars or above,Numerical,Entertaining but when you raise more money it gives you less prizes
12-13W,4-stars or above,Numerical,"Fun, beautiful pictures, everything is good except! It's very difficult to get into free games."
12-13W,4-stars or above,Positive,Very good
12-13W,4-stars or above,Positive,Nice wins
12-13W,4-stars or above,Positive,having a lot of fun with this apt. great games
12-13W,4-stars or above,Positive,Love playing the games
12-13W,4-stars or above,Positive,nice
12-13W,4-stars or above,Positive,go
12-13W,4-stars or above,Positive,Love this game!!
12-13W,4-stars or above,Positive,Awesome game
12-13W,4-stars or above,Positive,Great
12-13W,4-stars or above,Positive,good
12-13W,4-stars or above,Positive,Just started but so far so good
12-13W,4-stars or above,Numerical,Fun time...lots of winning going on
12-13W,4-stars or above,Positive,Fun
12-13W,4-stars or above,Positive,Ok
12-13W,4-stars or above,Positive,Fun
12-13W,4-stars or above,Positive,"Fun to play and WIN...
"
12-13W,4-stars or above,Positive,Ok
12-13W,4-stars or above,Positive,Love the games and visual features
12-13W,4-stars or above,Positive,Awesomely amazing and addictive
12-13W,4-stars or above,Positive,Awesome
12-13W,4-stars or above,Positive,So far so good
12-13W,4-stars or above,Positive,"Just started so far I'm liking it

"
12-13W,4-stars or above,Positive,Wonderful to play
12-13W,4-stars or above,Technician Issues,"It's fun, but seems to freeze up"
12-13W,4-stars or above,Positive,Nice
12-13W,4-stars or above,Positive,So far......
12-13W,4-stars or above,Positive,Amazing play!!
12-13W,3-stars or below,Positive,My phone is locked while playing the game⚠️📱 I am unable to use my phone⚠️ I hope you solve the problem with the game as soon as possible..🙏
12-13W,3-stars or below,Numerical,So slow and the🤏 pay🤏 is not worth the time...$10000 is NOT an epic win..sucks 👎👎👎👎👎 if I could I would give it 0 stars..
12-13W,3-stars or below,Numerical,"Interestingly, it's a pity that it doesn't give all the gains, only the extra ones, the situation is annoying, which makes me uninstall it soon!"
12-13W,3-stars or below,Numerical,PAY THEN STOP!! U DON'T PAY I DON'T PLAY!!!
12-13W,3-stars or below,Numerical,"Level 165. Not got a single gem. Mission passes not being paid. Free spins and bonus wins, more chance of Derby County staying up. This game is absolute worthless. Gonna get a message from provider saying random wins blah, blah. Try playing the game you plonkers. Don't bother replying game coming off. TOO BROKEN. Les Thomas."
12-13W,3-stars or below,Numerical,"This game sucks spent over 100+ million and got no type of bonus or respin nothing, just a waste of time. Would not recommend to any of my friends, always a cash grab, doesn't even make it fun to play."
12-06W,3-stars or below,Numerical,"This game used to be fun. Now, the cards for the wonder album are a joke. It has been weeks since I received new or gold cards. I would also like to see new games more often."
12-06W,3-stars or below,Advertising,Can't get the ads to end done playing this game
12-06W,4-stars or above,Positive,Addictive and fun to play
12-06W,4-stars or above,Positive,Great to pass the time....
12-06W,4-stars or above,Numerical,Good game... Always Mega win is enough...
12-06W,4-stars or above,Positive,This is great... Thank you.
12-06W,4-stars or above,Positive,Fun slots
12-06W,4-stars or above,Positive,nice game
12-06W,4-stars or above,Positive,Handsome
12-06W,4-stars or above,Positive,SUPER GOOD GAME
12-06W,4-stars or above,Positive,Lots of fun.
12-06W,4-stars or above,Positive,Love the game
12-06W,4-stars or above,Positive,Ok
12-06W,4-stars or above,Positive,Great game
12-06W,4-stars or above,Positive,Awesome
12-06W,4-stars or above,Positive,Hmm not a bad app
12-06W,4-stars or above,Positive,very nice casino game
12-06W,4-stars or above,Positive,Great
12-06W,4-stars or above,Positive,Amazing game lots of fun
12-06W,4-stars or above,Positive,Awesome
12-06W,4-stars or above,Positive,Good game is very fast and you win a lot
12-06W,4-stars or above,Positive,Suppi
12-06W,4-stars or above,Positive,Very good games
12-06W,4-stars or above,Positive,"Hangs often, but playful."
12-06W,4-stars or above,Positive,"Fun, exciting and enjoying. Thank you very much. I do recommend."
12-06W,4-stars or above,Positive,Am impressed compared with other slots This one very good so far . All review after a week just to make sure my wins weren't a fluke so This one a keeper . Please try it for your self
12-06W,4-stars or above,Positive,Great game
12-06W,4-stars or above,General Questions,how to exchange money
12-06W,4-stars or above,Positive,Time killer
12-06W,4-stars or above,Positive,Fun casino games
12-06W,4-stars or above,Positive,Very good game.
12-06W,4-stars or above,Positive,Ok
12-06W,4-stars or above,Numerical,Just started playing...so far so good. Pays out well...missions are fun.
12-06W,4-stars or above,Positive,Loveit
12-06W,4-stars or above,Positive,Fun slots
12-06W,4-stars or above,Positive,Likes
12-06W,4-stars or above,Positive,I enjoying the game
12-06W,4-stars or above,Positive,Good game
12-06W,4-stars or above,Positive,Done
12-06W,4-stars or above,Positive,Special thanks
12-06W,4-stars or above,Positive,Good game
12-06W,4-stars or above,Positive,Cool games
12-06W,4-stars or above,Positive,Lots of fun!!
12-06W,4-stars or above,Positive,good
12-06W,4-stars or above,Graphic,Beautiful graphics! Pleasant and addicting Congratulations to the designers
12-06W,4-stars or above,Positive,Great way to kill time
12-06W,4-stars or above,Positive,"Lots of Fun Games, Free Coins, Bonus Games, Pay-Outs are Great!!!"
12-06W,4-stars or above,Positive,"Fun fun fu
"
12-06W,4-stars or above,Positive,"The game is alright, but it is slow to give credits. Otherwise I would recommend it to everyone."
12-06W,4-stars or above,Positive,Great games
12-06W,4-stars or above,Positive,A lot of fun !
12-06W,3-stars or below,Numerical,"Great graphics, variety of games, terrible payouts, spin way to much to get progressive spins, don't waste time or money."
12-06W,3-stars or below,Numerical,"Made 750M in first hour - after that I couldnt buy a decent bonus and it sucked it back in 5min. Classic. The games and graphics are standard at best. 1.5 Stars is what I'm giving it. Itd be much higher if there werent a ton of other slots waaaaay better. Some slots you dont mind throwing money at, this isnt one of them - hell even without spending money youll probably end up uninstalling. #ThumbsDown #Uninstalled."
12-06W,3-stars or below,Numerical,"If I could have zero stars, because with over 4 trillion coins it can't even be cleared or something bigger in gain will be uninstalled immediately !!!!!"
12-06W,3-stars or below,Numerical,"It was pretty good until about level 300 - now at level 345 it became very boring. As in real Vegas, if you stop winning, you go/switch to another Casino ... so I'm out"
12-06W,3-stars or below,Numerical,"The graphics and playability are at their best, but with bonuses and winnings on bets from 15-30 million, it couldn't be worse. In 4 hours of the game, I couldn’t even get to 1 billion, stupidly gobbled up all the coins without recoil. And 8 devices no win-win returns at all. For advertising, they give a minuscule amount for which it will not even be promoted to the normal denomination. Someone may like it, but not me, so fix it for the better there and see if it's worth the candle."
12-06W,3-stars or below,Numerical,All rating stars above 1 are fake !!! When the house wins everything it is no longer a game of chance or luck it is a crooked game of FRAUD !!!!!!!
12-06W,3-stars or below,Technician Issues,Installed .. it crashes ... it warms my cell ... Go shit
12-06W,3-stars or below,Numerical,"The selection of the games are great, great graphics. The reason I decided to give it two stars is because the winnings suck. I had over 1m coins and after reaching level 100, lost it all because the winnings don't come close to the bet amount. They want you to purchase coins, why would I do that, just to lose it all again."
12-06W,3-stars or below,Numerical,"Let you win in the front, bite at the back, rubbish games, download it quickly. hehe"
11-29W,4-stars or above,Positive,Awesome
11-29W,4-stars or above,Positive,Great
11-29W,4-stars or above,Positive,very good
11-29W,4-stars or above,Numerical,Good win rate...and fun
11-29W,4-stars or above,Positive,Addicting
11-29W,4-stars or above,Positive,Good
11-29W,4-stars or above,Positive,"Game delivers what I was hoping for long time playing, try it you won't be disappointed!!"
11-29W,4-stars or above,Positive,Awesome games. Regular payouts. Well done!
11-29W,4-stars or above,Positive,Fantastic game
11-29W,4-stars or above,Positive,Great really like this APP
11-29W,4-stars or above,Graphic,"Beautiful graphics, and they pay very well, I hope they continue like this. Congratulations!!"
11-29W,4-stars or above,Positive,Just started playing but great so far
11-29W,4-stars or above,Positive,Fun game relaxing after a crazy day
11-29W,4-stars or above,Positive,Great
11-29W,4-stars or above,Positive,Nice
11-29W,4-stars or above,Positive,All round just a fun game to play!!!!
11-29W,4-stars or above,Positive,good
11-29W,4-stars or above,Positive,I like the game it a lot of fun money Run out to fast
11-29W,4-stars or above,Positive,Fun fun fun
11-29W,4-stars or above,Positive,It is fun and great to paa the time
11-29W,4-stars or above,Positive,Great entertainment
11-29W,4-stars or above,Positive,like
11-29W,4-stars or above,Positive,Brilliant
11-29W,4-stars or above,Positive,I really enjoy it so far. I love Casino games and this is by far my favorite one I've played so far. Keep up the great work. :)
11-29W,4-stars or above,Positive,Its cool
11-29W,4-stars or above,Positive,Dont have an opinion yet because i just began playing tonight
11-29W,4-stars or above,Positive,Awesome game
11-29W,4-stars or above,Positive,Great game
11-29W,4-stars or above,Positive,This game is ausome
11-29W,4-stars or above,Positive,It's ok
11-29W,4-stars or above,Positive,Very exciting
11-29W,4-stars or above,Positive,Good
11-29W,4-stars or above,Positive,This is the best slot game I've ever played so far
11-29W,4-stars or above,Positive,Good
11-29W,4-stars or above,Positive,I really like this game it keeps me going I love playing this game. Masterles.
11-29W,4-stars or above,Positive,"Very fun an exciting casino game
"
11-29W,4-stars or above,Positive,Great game
11-29W,4-stars or above,Positive,Love it
11-29W,3-stars or below,Technician Issues,No star's don't waste your time or money doesn't load
11-29W,3-stars or below,Numerical,Worse one out there. Took 5 billion in five minutes. Ridiculous
11-29W,3-stars or below,Positive,Bei Gou Wei
11-29W,3-stars or below,Positive,Boring same as most of these games and this is just another one of the many from spinx same company does all these customer service sucks
11-29W,3-stars or below,Technician Issues,Darn thing froze I uninstalled it
11-29W,3-stars or below,Positive,Not very interesting
11-29W,3-stars or below,Positive,What a tremendous waste of time
11-29W,3-stars or below,Advertising,To many adds
11-22W,3-stars or below,Advertising,The slots component is very well done and quite enjoyable to play. What really undermines the experience is the constant barrage of advertising and pops ups - many of which make it almost impossible to get back to the game. Many ads deliberately obfuscate the exit process so you end up being pushed onto Google play in an attempt to force you to install unnecessary apps. I played for a two weeks and then uninstalled for the above reason.
11-22W,3-stars or below,Technician Issues,Would not load
11-22W,3-stars or below,Advertising,Too many game interupting ads. Horrible
11-22W,3-stars or below,Technician Issues,What the hell... I cannot access the game for 2 days now..... I will lose my 12 days xmas gift as well. It says no internet connection I am connected to wifi as always and can play other online games except mezn games
11-22W,4-stars or above,Positive,Fun little game.
11-22W,4-stars or above,Positive,Fun to play
11-22W,4-stars or above,Positive,Entertainment
11-22W,4-stars or above,Positive,DD
11-22W,4-stars or above,Positive,Soyper
11-22W,4-stars or above,Positive,Extremely fun and devs are super nice
11-22W,4-stars or above,Positive,nice slots game ..
11-22W,4-stars or above,Positive,It's a good winning casino slots game to play
11-22W,4-stars or above,Positive,Easy winning
11-22W,4-stars or above,Positive,Great app I like it just need a free jackpot lol
11-22W,4-stars or above,Positive,Ok casino game.
11-22W,4-stars or above,Positive,Fun to play
11-22W,4-stars or above,Positive,Nice
11-22W,4-stars or above,Positive,you gain points really fast. it's great
11-22W,4-stars or above,Positive,VERY GOOD PURSES THAT IT HIT EATS ALL THE CREDITS AND YOU CANNOT CONTINUE R PLAYING
11-22W,4-stars or above,Positive,Like the games.
11-22W,4-stars or above,Positive,Good
11-22W,4-stars or above,Positive,I like it
11-22W,4-stars or above,Positive,Super
11-22W,4-stars or above,Positive,Top of the top continue to please us.
11-22W,4-stars or above,Graphic,"SUPER FUN!! BEST slots game out there. AWESOME graphics. Each game is unique, not like MOST other slots games that are all alike. Thank you, and keep up the good work. "
11-22W,4-stars or above,Positive,Great game
11-22W,4-stars or above,Positive,its cool
11-22W,4-stars or above,Positive,Lots of fun
11-22W,4-stars or above,Positive,Greeat
11-22W,4-stars or above,Positive,Good to change dk k
11-22W,4-stars or above,Positive,So far so good. Great graphics. Daily quests
11-22W,4-stars or above,Positive,Fun
11-22W,4-stars or above,Positive,good
11-22W,4-stars or above,Positive,good game
11-22W,4-stars or above,Positive,Fun games
11-22W,4-stars or above,Positive,One of the best I've played so far.
11-22W,4-stars or above,Positive,Excellent
11-22W,4-stars or above,Technician Issues,Love the games and gameplay butjust had trouble with the disconnections
11-22W,4-stars or above,Positive,Really good enjoy it
11-22W,4-stars or above,Positive,Good
11-22W,4-stars or above,Positive,Good game
11-22W,4-stars or above,Positive,I recommend!
11-22W,4-stars or above,Numerical,Great slot payouts.o
11-22W,4-stars or above,Positive,Good game
11-22W,4-stars or above,Positive,Greant games
11-22W,4-stars or above,Positive,Very fun enjoyable game!!
11-22W,4-stars or above,Positive,"Everything is super! But don't stop there, developers! Keep delighting your audience!"
11-22W,4-stars or above,Positive,Addictive and fun to play
11-22W,4-stars or above,Positive,Love these games
11-22W,4-stars or above,Positive,"So good, so far!!"
11-22W,4-stars or above,Positive,Fun and challenging
11-22W,4-stars or above,Positive,Made the game
11-22W,4-stars or above,Positive,These slots are fun!
11-22W,4-stars or above,Positive,Super game 5/5
11-22W,4-stars or above,Positive,"Win some, lose some. Just like the real thing. Love It"
11-22W,4-stars or above,Numerical,Easy winning
11-22W,3-stars or below,Numerical,"The game is not clear, the settings are ok, when you want to run out of coins, you win, terooss ultra teroooossssss hahaha.. funny by.."
11-22W,3-stars or below,Technician Issues,NOT DOWNLAODING
11-22W,3-stars or below,Positive,"I think the casino is very good so far, you also win something from time to time, if it stays that way it's one of the best casinos in the Play Store."
11-22W,3-stars or below,General Questions,How do you exchange money?
11-22W,3-stars or below,Technician Issues,"GG good game, the cellphone is very slow, it looks like the memory game is big."
11-22W,3-stars or below,Positive,Another Chinese way to take your money
11-22W,3-stars or below,Positive,"Garbage,"
11-22W,3-stars or below,Technician Issues,"After purchasing coins, I suddenly became unable to log in."
11-22W,3-stars or below,Numerical,Not enough bonus & paid out.
11-22W,3-stars or below,Numerical,"Fun at first until you loose all your coins trying to bet higher.Not expecting to win ever time,but come on man"
11-22W,3-stars or below,Technician Issues,Won't load. Connection failed while updating resources. No way to play.
11-22W,3-stars or below,Numerical,"Um. The scams are correct, at first they went wild, then they bite wildly, the stored value bite is bigger, and a small amount of money will give you medicine. no need to thank me."
11-22W,3-stars or below,Numerical,"I gave this game 5 stars, then it went to 3 stars. Now it's 1 star. I have played this game for 3 days. Spent 100.00 and can tell you this game is just boring. 1000 spins without 1 bonus game. Scatters are non-existent. And the payouts are pathetic. The game is a total ripoff. And it will screw you out of any money you put into it. I uninstalled it with a 2 bill balance. You monkeys can keep it. I wipe my arse you you. This game is very predictable. And is nothing but a massive disappointment"
11-15W,3-stars or below,Advertising,"I understand your need for ads but do they really need to be so prevalent? It seems near enough any action or spin or screen change triggers one. Again and again and again. Please, calm down the ad frenzy just a little bit, it makes for a near unplayable experience. I have uninstalled your app, the 'ad attack' has simply ruined it for me."
11-15W,3-stars or below,Numerical,"I changed my 5 stars to 1. All the slots are rigged, they are trying their hardest to getting your money and thats fine if you have fun for a little while but if you pay then your chances are getting less. Overall scammy slots app like every others."
11-15W,3-stars or below,Numerical,Under maintenance?
11-15W,3-stars or below,Technician Issues,"Taii can't enter, it's just a waste of quota"
11-15W,3-stars or below,Numerical,Terrible payouts. Can't play longer than a few minutes without spending money
11-15W,3-stars or below,Numerical,Good start but like the other games nothing sad
11-15W,3-stars or below,Numerical,"Really good at first,but...one 2 occasions i did not win anything on 2 bonuses,done pretty good at first when buying but soon that didnt even work,they do not play fair,so if you want to waste money on a ""game"" they will be more than glad to keep on taking it..."
11-15W,4-stars or above,Positive,"You win and you loose. Pretty good for a free slot game.
"
11-15W,4-stars or above,Positive,good
11-15W,4-stars or above,Positive,Awesom
11-15W,4-stars or above,Graphic,"The games are enjoyable and the graphics are great! So far the winnings are pretty frequent which makes it even more fun! Yes the ads can get annoying, but all games have stupid ads now, so it's normal. Love this game!"
11-15W,4-stars or above,Positive,I like it
11-15W,4-stars or above,Technician Issues,Download toooo SLOW
11-15W,4-stars or above,Positive,Very good game. It's okay not to give anything. It looks nice..hd: d..I recommend 100%
11-15W,4-stars or above,Positive,Great
11-15W,4-stars or above,Positive,Great gaming. More fun than a barrel of monkeys
11-15W,4-stars or above,Positive,Good
11-15W,4-stars or above,Positive,Nice
11-15W,4-stars or above,Positive,Mmm ... beautiful yummy .. already remembered.k.v.s.t. norm..g.r.f.k. the same weight is ... with the standards of apar ... it is rolling.
11-15W,4-stars or above,Positive,Whole lotta fun! Play Madusa to build your cash at first
11-15W,4-stars or above,Positive,Love it
11-15W,4-stars or above,Positive,Best one yet
11-15W,4-stars or above,Positive,Great
11-15W,4-stars or above,Graphic,good graphic
11-15W,4-stars or above,Numerical,Fantastic with lots of winnings. Love it
11-15W,4-stars or above,Positive,Great.
11-15W,4-stars or above,Positive,Good games and big wins
11-15W,4-stars or above,Positive,It's a great game
11-15W,4-stars or above,Positive,Love the games
11-15W,4-stars or above,Positive,Love the games
11-15W,4-stars or above,Positive,"Games easy to play , some glitches but otherwise enjoy playing"
11-15W,4-stars or above,Positive,thumb up
11-15W,4-stars or above,Positive,"Don't be stingy EA, it's a good game"
11-15W,4-stars or above,Positive,Good
11-15W,4-stars or above,Positive,4great game
11-15W,4-stars or above,Positive,Good
11-15W,4-stars or above,Positive,Fun
11-15W,4-stars or above,Positive,good
11-15W,4-stars or above,Graphic,"I love his little games, the pictures are perfect."
11-15W,4-stars or above,Positive,It's okay too
11-15W,4-stars or above,Positive,Very well
11-15W,4-stars or above,Positive,"I'm okay, then I'll see what's next. so far 4 iko"
11-15W,4-stars or above,Positive,All smooth
11-15W,4-stars or above,Positive,NS
11-15W,4-stars or above,Positive,The best slots game I've ever played.
11-15W,4-stars or above,Positive,I love it
11-15W,4-stars or above,Advertising,"If you still give us a lot of ads, let them be extended, that is, let's look at the Green Horses on the walls"
11-15W,4-stars or above,Advertising,"They are advertisements with 10% of slots, a vomit to reason and to the nation alive Peron."
11-15W,3-stars or below,General Questions,Won't let me collect my free bonus coins or free spins
11-15W,4-stars or above,Positive,I love this game
11-15W,4-stars or above,Technician Issues,Takes friggen 5 min to get to game with all the ads...I'm done
11-08W,4-stars or above,Technician Issues,"Too long to download, not enough coins to play. SUCKS! 00000 STARS!!!!"
11-08W,4-stars or above,Advertising,To many ads
11-08W,4-stars or above,Numerical,"Dumb game, have to pay, even then you can't pass level, don't bother"
11-03W,4-stars or above,Positive,Fine.
11-03W,4-stars or above,Positive,enough fun
10-25W,4-stars or above,Technician Issues,Trying to sign into this game and it keeps telling me there's something wrong with my Internet absolutely not cause I could get on every other game.
10-25W,4-stars or above,Technician Issues,"WTH is wrong with this app?! It keeps telling me (and apparently MANY other players) that my connection has been lost, and I need to make sure my wifi is on!!!!"
10-25W,4-stars or above,Advertising,too much adds
10-25W,4-stars or above,Numerical,"Terrible waste of a download. No wins at all. Do not give them your money! Every... single....spin will be dead until your coins are gone then they'll shove their greedy hand back in your face demanding more and more money. Avoid this one, it's worse than Gambino, and that's pretty bad."
10-25W,3-stars or below,General Questions,I get my points for the game they didn't give them to me Thank you
10-25W,4-stars or above,Positive,"I was a bit close to ""paying"" for coins!"
10-18W,4-stars or above,Numerical,Worst slots game ever you start out when you're first playing you get a bunch of coins after that in order to really gain coins you have to purchase them and I guess it's really not the worst ever because to be honest with you everyone doesn't it greed at its finest I'm deleting the app I'm going to play something that's less stressful less annoying more fun and yep I'm done
10-11W,4-stars or above,Numerical,Cheating!!
10-11W,4-stars or above,Advertising,To much advertising
10-04W,4-stars or above,Numerical,"JUST AS IT IS ALWAYS LAZY TO PLAY IN A GAME THAT THE MACHINES DO NOT GIVE ANY PRIZES, THIS GAME IS JUST LOOKING FOR HOW TO GET MONEY FROM PEOPLE BY BUYING COINS AND THEN LOSE THEM ALL IN THE GAME."
,4-stars or above,Advertising,Awesome pop ups.
,4-stars or above,Numerical,If you bet big you lose big and when your almost out of money they dill give you a bonus to keep playing don't plan on hitting the big bonus
,4-stars or above,Numerical,"Well my friend and I thought we had found the perfect slot game until we both hit 35. Same thing happened on both accounts. You go broke after 35. No wins at all, not even small ones. We're both deleting and the search continues"
,3-stars or below,General Questions,False advertising. You will not simply real money
,4-stars or above,Numerical,"Disgusting game, impossible to have fun for a while, do not install it"
,3-stars or below,General Questions,games are level locked and max bet too no fun here
,4-stars or above,Numerical,Game for lozers
,4-stars or above,Numerical,Takes a little longer ti get coins....and you dont get enough to keep you playing
,4-stars or above,Technician Issues,Yo where's my free coins... Eff this game.. why won't my phone go past 97% it won't let me download 100% . It freezes at 97% help please. I need my free coins that I earned the sad thing is that I've been playing this game for years..Now I tried again and now they have a black shield over my game! REALLY? ALL THE MONEY I PUT TOWARDS THIS GAME! REALLY?
,4-stars or above,Numerical,"WORST SLOTS EVER. You don't win if you just started the game, you don't win after you've collected all bonuses of the day, you don't win after collecting them for a week or a month, you don't win if you take a break. YOU NEVER WIN. PERIOD."
